date,vehicle_category,day_of_week,month,is_weekend,is_holiday,weather,season,competitor_base_price,utilization_rate,rental_duration_days,daily_rental_price
2024-03-08,Compact,Friday,3,1,0,Cloudy,Spring,38.0,93.3,7,58.62
2023-09-24,Minivan,Sunday,9,1,0,Stormy,Fall,67.83,75.5,5,58.84
2023-07-11,SUV,Tuesday,7,0,1,Sunny,Summer,80.01,73.1,7,137.99
2024-02-01,SUV,Thursday,2,0,0,Stormy,Winter,85.98,62.8,2,69.91
2024-12-11,Midsize,Wednesday,12,0,0,Sunny,Winter,53.23,82.1,2,75.78
2022-03-18,Pickup,Friday,3,1,0,Sunny,Spring,73.0,97.0,1,104.5
2024-11-02,Economy,Saturday,11,1,0,Rainy,Fall,30.46,53.4,14,42.07
2022-11-12,Compact,Saturday,11,1,0,Sunny,Fall,37.92,69.3,3,61.65
2024-12-08,Midsize,Sunday,12,1,0,Rainy,Winter,54.95,74.9,1,76.87
2022-07-21,Pickup,Thursday,7,0,0,Foggy,Summer,66.9,85.0,3,80.86
2022-09-29,Compact,Thursday,9,0,0,Rainy,Fall,39.36,58.9,3,45.34
2024-12-05,Economy,Thursday,12,0,0,Sunny,Winter,31.72,85.9,14,56.66
2022-06-28,Midsize,Tuesday,6,0,1,Cloudy,Summer,53.19,84.2,1,88.48
2024-12-02,Pickup,Monday,12,0,0,Rainy,Winter,71.39,70.7,2,76.73
2023-10-02,Minivan,Monday,10,0,0,Snowy,Fall,74.57,72.8,2,80.43
2023-01-30,Midsize,Monday,1,0,0,Sunny,Winter,52.71,63.2,2,82.04
2024-06-22,Minivan,Saturday,6,1,0,Sunny,Summer,68.4,83.5,1,112.7
2023-07-15,Economy,Saturday,7,1,0,Sunny,Summer,30.94,97.0,4,62.26
2024-11-18,Economy,Monday,11,0,0,Sunny,Fall,32.68,47.1,2,42.63
2023-10-15,Midsize,Sunday,10,1,0,Sunny,Fall,53.3,73.5,5,81.77
2023-08-04,Luxury,Friday,8,1,0,Sunny,Summer,128.45,84.1,1,183.36
2023-11-25,Luxury,Saturday,11,1,0,Cloudy,Fall,130.56,76.9,1,146.86
2024-08-22,Minivan,Thursday,8,0,0,Sunny,Summer,74.14,67.4,3,92.58
2022-06-26,SUV,Sunday,6,1,0,Cloudy,Summer,83.6,82.4,5,128.11
2024-07-02,Luxury,Tuesday,7,0,0,Cloudy,Summer,137.14,79.4,2,146.63
2023-02-10,Minivan,Friday,2,1,0,Rainy,Winter,70.2,67.6,6,70.59
2022-06-10,Pickup,Friday,6,1,0,Rainy,Summer,69.14,86.5,4,96.92
2022-07-10,Pickup,Sunday,7,1,1,Stormy,Summer,75.6,98.1,5,101.42
2022-07-19,SUV,Tuesday,7,0,0,Sunny,Summer,86.27,61.1,4,112.52
2024-08-11,SUV,Sunday,8,1,0,Sunny,Summer,84.13,85.7,2,132.11
2023-06-13,Midsize,Tuesday,6,0,0,Cloudy,Summer,54.58,70.3,5,72.37
2023-11-08,Pickup,Wednesday,11,0,0,Stormy,Fall,69.17,56.7,2,64.03
2024-09-25,Economy,Wednesday,9,0,0,Sunny,Fall,32.41,70.5,1,40.79
2024-09-07,SUV,Saturday,9,1,0,Stormy,Fall,88.24,75.6,2,82.49
2023-12-15,Luxury,Friday,12,1,0,Cloudy,Winter,137.93,90.5,3,160.13
2024-04-10,Pickup,Wednesday,4,0,0,Rainy,Spring,68.22,67.3,1,75.94
2022-05-26,Pickup,Thursday,5,0,0,Sunny,Spring,71.34,62.1,3,84.24
2024-04-26,Compact,Friday,4,1,0,Rainy,Spring,39.89,86.0,4,59.12
2024-09-14,SUV,Saturday,9,1,0,Sunny,Fall,88.92,79.8,2,113.36
2024-06-01,Pickup,Saturday,6,1,0,Foggy,Summer,76.44,88.7,4,94.96
2023-12-02,Luxury,Saturday,12,1,0,Rainy,Winter,122.93,97.1,1,160.48
2022-06-09,Minivan,Thursday,6,0,0,Snowy,Summer,74.7,85.3,4,96.08
2024-09-23,Economy,Monday,9,0,0,Cloudy,Fall,31.64,58.4,3,39.31
2022-07-19,Pickup,Tuesday,7,0,0,Cloudy,Summer,79.29,68.0,2,86.26
2024-04-11,Economy,Thursday,4,0,0,Cloudy,Spring,33.55,81.8,5,39.11
2024-02-16,Midsize,Friday,2,1,0,Cloudy,Winter,54.33,64.1,5,73.42
2022-07-05,Compact,Tuesday,7,0,0,Stormy,Summer,37.8,71.5,7,39.65
2022-01-01,Pickup,Saturday,1,1,1,Sunny,Winter,68.69,96.0,1,133.52
2024-12-24,Midsize,Tuesday,12,0,0,Cloudy,Winter,50.39,78.0,4,71.11
2023-02-05,Compact,Sunday,2,1,0,Rainy,Winter,38.51,85.5,2,55.66
2023-09-16,SUV,Saturday,9,1,0,Rainy,Fall,81.12,69.1,14,104.12
2022-07-02,Luxury,Saturday,7,1,0,Sunny,Summer,128.21,87.7,30,193.12
2024-04-07,Pickup,Sunday,4,1,0,Sunny,Spring,71.41,78.8,2,106.11
2024-01-27,Luxury,Saturday,1,1,0,Foggy,Winter,128.15,88.3,1,152.23
2024-01-06,Economy,Saturday,1,1,0,Stormy,Winter,32.51,89.3,7,45.37
2023-04-27,SUV,Thursday,4,0,0,Rainy,Spring,81.69,50.4,3,89.05
2023-10-14,Minivan,Saturday,10,1,0,Cloudy,Fall,74.58,70.9,3,85.23
2023-03-09,Minivan,Thursday,3,0,0,Sunny,Spring,73.25,63.2,1,84.08
2024-02-27,Pickup,Tuesday,2,0,0,Snowy,Winter,73.88,69.1,7,85.57
2022-11-12,Midsize,Saturday,11,1,0,Foggy,Fall,51.88,76.8,5,70.42
2022-10-03,Economy,Monday,10,0,0,Sunny,Fall,29.37,60.1,1,43.26
2024-09-23,Minivan,Monday,9,0,0,Cloudy,Fall,65.96,69.2,30,67.16
2022-06-23,Compact,Thursday,6,0,0,Rainy,Summer,39.68,73.2,3,53.91
2024-07-22,Pickup,Monday,7,0,0,Rainy,Summer,70.45,70.8,14,86.53
2023-01-04,SUV,Wednesday,1,0,0,Cloudy,Winter,78.18,65.1,4,94.94
2024-07-10,SUV,Wednesday,7,0,1,Cloudy,Summer,89.08,77.2,1,124.96
2022-01-16,Luxury,Sunday,1,1,0,Cloudy,Winter,137.41,97.3,5,163.02
2024-10-24,Midsize,Thursday,10,0,0,Cloudy,Fall,59.83,55.2,4,66.44
2024-01-22,Economy,Monday,1,0,0,Foggy,Winter,30.15,65.2,4,40.22
2024-01-25,Economy,Thursday,1,0,0,Cloudy,Winter,31.83,62.0,30,53.26
2022-06-13,Compact,Monday,6,0,0,Rainy,Summer,37.56,75.2,3,53.09
2023-07-27,SUV,Thursday,7,0,0,Cloudy,Summer,81.32,61.9,3,116.96
2022-07-01,Compact,Friday,7,1,0,Cloudy,Summer,40.33,93.7,5,61.43
2022-06-09,Minivan,Thursday,6,0,0,Rainy,Summer,74.07,75.7,6,80.21
2023-10-02,Luxury,Monday,10,0,0,Sunny,Fall,126.98,61.9,2,124.7
2022-01-23,SUV,Sunday,1,1,0,Cloudy,Winter,79.02,77.4,14,112.49
2023-11-10,SUV,Friday,11,1,0,Cloudy,Fall,89.98,71.7,30,98.7
2023-08-27,Midsize,Sunday,8,1,0,Sunny,Summer,50.64,84.8,5,89.21
2023-09-15,Minivan,Friday,9,1,0,Rainy,Fall,68.76,63.9,2,69.34
2024-08-27,Luxury,Tuesday,8,0,0,Sunny,Summer,118.27,72.2,1,158.81
2023-08-21,Pickup,Monday,8,0,0,Rainy,Summer,74.16,72.4,1,83.21
2024-09-19,Economy,Thursday,9,0,0,Sunny,Fall,29.13,60.3,1,37.91
2023-07-24,Midsize,Monday,7,0,0,Sunny,Summer,56.87,74.6,2,71.45
2023-06-11,Economy,Sunday,6,1,0,Rainy,Summer,32.22,77.0,4,49.83
2022-11-06,Minivan,Sunday,11,1,0,Cloudy,Fall,74.71,72.0,6,85.12
2023-06-20,Pickup,Tuesday,6,0,0,Rainy,Summer,74.6,75.4,3,77.56
2024-12-16,Pickup,Monday,12,0,0,Sunny,Winter,75.85,71.2,30,91.44
2022-10-25,Luxury,Tuesday,10,0,0,Snowy,Fall,130.75,71.5,1,137.45
2024-10-12,Pickup,Saturday,10,1,0,Foggy,Fall,68.72,62.5,6,76.83
2023-05-03,Minivan,Wednesday,5,0,0,Cloudy,Spring,67.76,59.3,4,72.79
2023-03-08,Luxury,Wednesday,3,0,0,Rainy,Spring,135.1,51.3,2,123.55
2023-06-26,Pickup,Monday,6,0,0,Stormy,Summer,77.42,65.9,1,68.13
2024-08-08,SUV,Thursday,8,0,0,Cloudy,Summer,82.42,76.9,3,115.42
2024-12-26,Compact,Thursday,12,0,0,Cloudy,Winter,40.76,73.0,5,58.7
2024-08-29,Midsize,Thursday,8,0,0,Sunny,Summer,58.61,77.3,7,77.83
2022-01-25,Midsize,Tuesday,1,0,0,Snowy,Winter,58.65,83.4,3,83.11
2023-10-09,Luxury,Monday,10,0,0,Rainy,Fall,125.05,59.3,1,106.37
2024-12-24,Minivan,Tuesday,12,0,0,Cloudy,Winter,67.28,67.3,7,81.09
2023-07-13,Midsize,Thursday,7,0,0,Sunny,Summer,59.66,81.7,6,80.63
2023-06-07,Minivan,Wednesday,6,0,0,Cloudy,Summer,74.57,56.9,3,78.91
2023-05-11,Minivan,Thursday,5,0,0,Rainy,Spring,68.96,54.0,6,68.46
2024-11-30,Midsize,Saturday,11,1,0,Rainy,Fall,57.31,62.4,30,64.73
2023-10-04,Luxury,Wednesday,10,0,0,Sunny,Fall,123.71,43.8,1,128.17
2022-05-20,Economy,Friday,5,1,0,Cloudy,Spring,30.19,60.2,3,38.0
2024-07-02,Midsize,Tuesday,7,0,0,Sunny,Summer,55.68,82.7,2,82.72
2023-01-31,Economy,Tuesday,1,0,0,Sunny,Winter,32.66,72.5,1,46.64
2023-03-21,Luxury,Tuesday,3,0,0,Rainy,Spring,117.73,79.4,5,124.96
2022-09-03,Economy,Saturday,9,1,0,Stormy,Fall,30.31,73.9,1,42.72
2023-01-14,Economy,Saturday,1,1,0,Rainy,Winter,30.34,95.9,2,45.57
2024-08-14,Minivan,Wednesday,8,0,1,Snowy,Summer,69.2,84.8,4,111.26
2023-07-21,Pickup,Friday,7,1,0,Cloudy,Summer,69.65,81.6,14,99.44
2023-10-25,Midsize,Wednesday,10,0,0,Sunny,Fall,56.98,55.3,1,60.46
2022-05-08,SUV,Sunday,5,1,0,Cloudy,Spring,80.68,67.0,30,105.16
2023-06-13,Pickup,Tuesday,6,0,0,Sunny,Summer,67.33,64.3,3,94.17
2024-10-04,Compact,Friday,10,1,0,Rainy,Fall,41.22,74.8,1,52.64
2024-10-04,Economy,Friday,10,1,0,Sunny,Fall,34.08,82.0,6,45.41
2023-03-24,Luxury,Friday,3,1,0,Rainy,Spring,123.65,79.1,14,140.93
2023-06-15,Economy,Thursday,6,0,0,Sunny,Summer,29.11,61.8,1,49.18
2023-05-29,Pickup,Monday,5,0,0,Cloudy,Spring,75.83,53.9,7,77.23
2022-11-01,Minivan,Tuesday,11,0,0,Rainy,Fall,72.6,57.5,14,57.08
2024-03-10,Midsize,Sunday,3,1,0,Sunny,Spring,57.22,84.7,2,81.5
2024-03-12,Luxury,Tuesday,3,0,0,Sunny,Spring,130.71,70.7,5,149.65
2024-10-01,SUV,Tuesday,10,0,0,Cloudy,Fall,78.9,44.7,7,86.1
2022-05-24,Luxury,Tuesday,5,0,0,Sunny,Spring,129.99,62.6,3,134.43
2024-09-14,Economy,Saturday,9,1,0,Cloudy,Fall,32.81,69.8,14,48.22
2024-01-06,Midsize,Saturday,1,1,0,Rainy,Winter,52.18,70.5,3,79.06
2022-07-05,Midsize,Tuesday,7,0,0,Cloudy,Summer,51.65,57.2,30,73.61
2022-06-14,Pickup,Tuesday,6,0,0,Cloudy,Summer,69.91,64.6,6,89.71
2023-02-20,Compact,Monday,2,0,0,Cloudy,Winter,44.45,63.2,30,49.76
2023-01-27,Midsize,Friday,1,1,0,Rainy,Winter,50.88,86.6,7,76.94
2024-01-06,SUV,Saturday,1,1,0,Sunny,Winter,86.45,88.7,4,129.85
2023-01-24,Compact,Tuesday,1,0,0,Sunny,Winter,43.73,85.3,1,63.3
2023-05-04,SUV,Thursday,5,0,0,Cloudy,Spring,81.71,58.8,6,89.89
2023-09-23,SUV,Saturday,9,1,0,Cloudy,Fall,84.48,74.0,7,104.06
2024-07-09,Economy,Tuesday,7,0,1,Sunny,Summer,30.79,80.9,1,62.56
2022-03-29,SUV,Tuesday,3,0,0,Sunny,Spring,85.28,63.3,6,105.14
2024-12-07,SUV,Saturday,12,1,0,Snowy,Winter,76.3,67.3,7,148.49
2022-11-02,Minivan,Wednesday,11,0,0,Cloudy,Fall,63.61,67.1,14,68.76
2022-03-17,Minivan,Thursday,3,0,0,Sunny,Spring,72.81,64.0,5,84.89
2024-08-23,Luxury,Friday,8,1,0,Sunny,Summer,118.88,81.7,5,179.83
2022-09-25,Economy,Sunday,9,1,0,Sunny,Fall,31.34,73.2,1,51.94
2023-09-22,Pickup,Friday,9,1,0,Rainy,Fall,77.76,65.8,3,81.08
2022-12-16,Pickup,Friday,12,1,0,Cloudy,Winter,76.41,88.1,6,95.12
2022-08-06,Economy,Saturday,8,1,0,Cloudy,Summer,31.08,92.6,6,57.17
2023-03-28,Economy,Tuesday,3,0,0,Stormy,Spring,29.2,76.0,3,37.86
2024-04-03,Midsize,Wednesday,4,0,0,Sunny,Spring,58.33,76.6,5,75.9
2022-10-09,Midsize,Sunday,10,1,0,Stormy,Fall,51.11,71.0,6,60.56
2022-04-04,Luxury,Monday,4,0,0,Sunny,Spring,117.15,74.7,1,139.77
2023-07-15,Compact,Saturday,7,1,0,Rainy,Summer,42.72,84.7,1,64.99
2024-01-28,Luxury,Sunday,1,1,0,Sunny,Winter,126.36,89.0,2,177.16
2022-03-25,Compact,Friday,3,1,0,Sunny,Spring,42.25,80.0,7,59.41
2024-02-10,Pickup,Saturday,2,1,0,Sunny,Winter,67.3,74.5,7,100.17
2022-06-15,Economy,Wednesday,6,0,0,Sunny,Summer,31.89,83.0,14,46.09
2023-08-05,SUV,Saturday,8,1,0,Rainy,Summer,84.83,82.1,6,121.21
2024-09-01,Minivan,Sunday,9,1,0,Sunny,Fall,66.27,74.8,1,84.52
2023-07-09,Luxury,Sunday,7,1,1,Cloudy,Summer,117.15,100.0,2,209.99
2022-12-24,Luxury,Saturday,12,1,0,Rainy,Winter,137.4,72.0,4,149.57
2024-10-20,Luxury,Sunday,10,1,0,Foggy,Fall,118.03,80.0,4,127.52
2023-09-09,Midsize,Saturday,9,1,0,Cloudy,Fall,52.3,84.4,4,74.05
2023-01-29,Economy,Sunday,1,1,0,Foggy,Winter,34.27,85.3,30,41.23
2024-01-12,Pickup,Friday,1,1,0,Rainy,Winter,69.02,85.8,4,94.27
2023-03-26,SUV,Sunday,3,1,0,Rainy,Spring,75.45,77.5,5,107.96
2023-07-21,Economy,Friday,7,1,0,Sunny,Summer,31.09,77.9,6,59.23
2024-08-29,SUV,Thursday,8,0,0,Sunny,Summer,86.28,65.4,5,117.52
2022-03-30,Economy,Wednesday,3,0,0,Rainy,Spring,30.17,75.2,2,40.0
2024-06-09,Midsize,Sunday,6,1,0,Sunny,Summer,49.98,87.2,6,91.24
2024-07-17,Economy,Wednesday,7,0,0,Sunny,Summer,33.93,62.7,1,45.23
2022-12-27,Compact,Tuesday,12,0,0,Rainy,Winter,41.91,76.4,3,55.89
2022-08-26,Economy,Friday,8,1,0,Snowy,Summer,32.51,91.7,5,66.76
2023-10-30,SUV,Monday,10,0,0,Sunny,Fall,77.85,53.0,5,91.14
2023-10-30,Compact,Monday,10,0,0,Rainy,Fall,38.34,66.8,2,44.93
2022-07-20,Compact,Wednesday,7,0,0,Rainy,Summer,44.71,62.8,7,53.79
2024-02-09,Compact,Friday,2,1,0,Sunny,Winter,38.16,73.4,4,64.71
2022-04-22,SUV,Friday,4,1,1,Sunny,Spring,84.16,100.0,14,149.65
2024-07-20,Compact,Saturday,7,1,0,Cloudy,Summer,43.73,86.3,1,73.52
2023-02-02,Minivan,Thursday,2,0,0,Cloudy,Winter,70.42,64.6,2,70.59
2023-11-19,Compact,Sunday,11,1,0,Sunny,Fall,37.61,62.4,4,62.24
2023-07-29,Compact,Saturday,7,1,0,Sunny,Summer,42.8,85.7,3,74.26
2024-05-06,Compact,Monday,5,0,0,Rainy,Spring,41.13,63.4,2,41.45
2023-08-28,Luxury,Monday,8,0,0,Sunny,Summer,128.11,62.1,6,156.59
2022-12-15,Luxury,Thursday,12,0,0,Foggy,Winter,119.93,79.3,7,132.32
2022-06-27,SUV,Monday,6,0,0,Stormy,Summer,86.25,67.9,3,75.57
2023-03-20,Luxury,Monday,3,0,0,Cloudy,Spring,125.85,58.3,3,126.17
2022-01-30,Minivan,Sunday,1,1,0,Cloudy,Winter,69.45,85.3,7,92.49
2023-05-23,Midsize,Tuesday,5,0,0,Cloudy,Spring,52.51,66.7,2,62.13
2022-11-02,Luxury,Wednesday,11,0,0,Snowy,Fall,120.22,59.6,3,138.56
2022-04-01,Economy,Friday,4,1,0,Foggy,Spring,34.68,68.4,5,47.68
2024-10-29,Economy,Tuesday,10,0,0,Cloudy,Fall,30.17,56.6,3,38.3
2022-07-20,SUV,Wednesday,7,0,0,Cloudy,Summer,76.9,70.6,1,99.41
2022-01-26,Minivan,Wednesday,1,0,0,Rainy,Winter,72.39,59.9,14,73.31
2022-09-29,Midsize,Thursday,9,0,0,Sunny,Fall,50.8,59.1,4,71.8
2022-07-05,Economy,Tuesday,7,0,0,Cloudy,Summer,32.95,89.2,2,48.58
2024-07-29,Pickup,Monday,7,0,0,Cloudy,Summer,75.68,60.9,4,90.99
2024-07-20,SUV,Saturday,7,1,0,Rainy,Summer,75.3,97.8,7,117.6
2024-04-10,Compact,Wednesday,4,0,0,Rainy,Spring,41.71,70.0,2,44.74
2024-08-08,Minivan,Thursday,8,0,0,Rainy,Summer,70.85,66.9,7,81.03
2022-05-25,SUV,Wednesday,5,0,0,Snowy,Spring,86.92,61.7,2,97.26
2022-03-08,Midsize,Tuesday,3,0,0,Cloudy,Spring,59.08,79.5,2,62.54
2023-03-01,Pickup,Wednesday,3,0,0,Rainy,Spring,72.25,51.4,4,72.39
2023-11-19,Minivan,Sunday,11,1,0,Snowy,Fall,71.97,73.1,3,92.75
2024-01-16,Economy,Tuesday,1,0,0,Sunny,Winter,33.44,69.6,2,48.57
2022-03-25,Midsize,Friday,3,1,0,Cloudy,Spring,52.53,79.7,4,80.4
2022-05-18,Luxury,Wednesday,5,0,0,Rainy,Spring,133.36,67.0,2,106.1
2023-11-17,Compact,Friday,11,1,0,Cloudy,Fall,37.57,82.4,4,50.76
2023-03-06,Pickup,Monday,3,0,0,Rainy,Spring,68.39,61.7,2,76.78
2023-12-24,Midsize,Sunday,12,1,0,Cloudy,Winter,56.45,95.8,3,77.17
2022-04-22,Economy,Friday,4,1,1,Cloudy,Spring,29.69,100.0,3,58.97
2024-10-23,Luxury,Wednesday,10,0,0,Stormy,Fall,139.98,54.5,3,92.25
2024-12-25,Minivan,Wednesday,12,0,1,Stormy,Winter,70.7,95.8,7,75.81
2024-07-14,Luxury,Sunday,7,1,0,Cloudy,Summer,119.43,82.3,5,168.39
2022-05-15,Compact,Sunday,5,1,0,Snowy,Spring,38.12,78.5,3,63.16
2022-06-14,SUV,Tuesday,6,0,0,Snowy,Summer,80.49,71.4,2,118.03
2022-06-07,Economy,Tuesday,6,0,0,Sunny,Summer,34.89,64.0,1,57.27
2022-10-31,SUV,Monday,10,0,0,Sunny,Fall,77.25,57.3,2,91.74
2022-02-16,Midsize,Wednesday,2,0,0,Cloudy,Winter,50.38,61.7,5,56.55
2022-09-28,SUV,Wednesday,9,0,0,Sunny,Fall,88.91,69.8,3,92.3
2022-02-13,Midsize,Sunday,2,1,0,Sunny,Winter,54.35,80.2,1,80.98
2023-04-21,Pickup,Friday,4,1,1,Snowy,Spring,68.77,100.0,4,129.21
2024-04-23,Luxury,Tuesday,4,0,1,Sunny,Spring,117.88,86.5,4,168.32
2023-10-31,SUV,Tuesday,10,0,0,Cloudy,Fall,89.94,72.0,5,86.83
2024-06-30,SUV,Sunday,6,1,1,Sunny,Summer,81.31,100.0,1,166.81
2023-09-20,Compact,Wednesday,9,0,0,Rainy,Fall,44.13,73.8,2,38.3
2024-02-01,Midsize,Thursday,2,0,0,Rainy,Winter,56.23,54.3,1,57.07
2023-12-25,Midsize,Monday,12,0,1,Cloudy,Winter,50.75,78.3,1,81.84
2022-11-26,Minivan,Saturday,11,1,0,Cloudy,Fall,71.63,75.5,1,77.31
2022-12-26,Pickup,Monday,12,0,0,Rainy,Winter,68.61,66.9,14,81.5
2022-11-11,Compact,Friday,11,1,0,Sunny,Fall,43.18,71.2,1,59.13
2023-10-11,Luxury,Wednesday,10,0,0,Sunny,Fall,127.04,58.1,2,128.55
2023-01-13,Compact,Friday,1,1,0,Cloudy,Winter,40.58,77.8,1,70.16
2023-10-12,Midsize,Thursday,10,0,0,Sunny,Fall,57.27,68.4,3,66.04
2022-11-29,Luxury,Tuesday,11,0,0,Sunny,Fall,130.2,55.9,14,128.53
2024-04-08,SUV,Monday,4,0,0,Rainy,Spring,84.31,63.5,14,90.73
2023-10-18,Compact,Wednesday,10,0,0,Sunny,Fall,39.33,63.1,5,53.96
2024-11-05,Midsize,Tuesday,11,0,0,Rainy,Fall,54.37,49.6,2,56.1
2023-08-17,Pickup,Thursday,8,0,0,Foggy,Summer,74.92,59.5,4,71.69
2022-10-29,Pickup,Saturday,10,1,0,Cloudy,Fall,74.1,89.0,14,90.63
2024-06-24,Midsize,Monday,6,0,0,Rainy,Summer,55.78,60.9,5,66.12
2022-03-24,Compact,Thursday,3,0,0,Rainy,Spring,40.9,71.6,1,49.6
2022-02-20,SUV,Sunday,2,1,0,Rainy,Winter,79.83,72.4,2,96.57
2024-01-02,Economy,Tuesday,1,0,0,Sunny,Winter,32.81,61.8,4,49.21
2023-02-04,Luxury,Saturday,2,1,0,Cloudy,Winter,125.14,77.0,6,145.94
2023-07-24,Compact,Monday,7,0,0,Sunny,Summer,40.77,66.5,4,63.64
2024-07-01,Minivan,Monday,7,0,0,Rainy,Summer,64.35,77.7,1,73.97
2024-11-14,SUV,Thursday,11,0,0,Sunny,Fall,85.57,67.5,2,87.78
2024-11-13,Economy,Wednesday,11,0,0,Snowy,Fall,29.55,65.2,2,38.57
2022-10-30,Minivan,Sunday,10,1,0,Stormy,Fall,63.65,61.9,2,67.36
2024-02-03,Economy,Saturday,2,1,0,Sunny,Winter,33.32,80.5,2,55.85
2024-07-01,Pickup,Monday,7,0,0,Cloudy,Summer,74.76,62.6,2,85.56
2024-06-28,Minivan,Friday,6,1,1,Foggy,Summer,74.85,100.0,6,100.17
2023-08-15,Compact,Tuesday,8,0,0,Stormy,Summer,42.59,68.0,30,43.66
2024-05-18,Minivan,Saturday,5,1,0,Snowy,Spring,65.84,63.5,1,95.34
2022-06-26,Compact,Sunday,6,1,0,Sunny,Summer,37.5,76.2,3,69.12
2024-12-11,Midsize,Wednesday,12,0,0,Sunny,Winter,49.87,76.6,30,76.36
2024-02-09,Economy,Friday,2,1,0,Sunny,Winter,29.92,74.3,4,47.28
2023-07-14,SUV,Friday,7,1,0,Sunny,Summer,84.13,86.0,3,129.11
2022-10-08,Compact,Saturday,10,1,0,Sunny,Fall,39.71,85.3,3,61.6
2024-10-01,Economy,Tuesday,10,0,0,Stormy,Fall,33.88,65.8,2,30.97
2023-09-15,SUV,Friday,9,1,0,Cloudy,Fall,80.92,70.1,3,106.34
2022-02-24,Pickup,Thursday,2,0,0,Sunny,Winter,78.61,58.1,2,85.54
2024-08-25,Economy,Sunday,8,1,0,Rainy,Summer,33.84,82.7,7,53.7
2024-05-04,Compact,Saturday,5,1,0,Cloudy,Spring,44.63,94.1,5,63.21
2023-05-17,Economy,Wednesday,5,0,0,Sunny,Spring,32.89,60.3,2,40.62
2022-05-17,Luxury,Tuesday,5,0,0,Rainy,Spring,138.39,69.3,4,113.48
2024-06-12,Pickup,Wednesday,6,0,0,Sunny,Summer,66.58,55.7,5,102.78
2022-09-02,Midsize,Friday,9,1,0,Cloudy,Fall,54.89,72.5,4,69.09
2023-06-16,Compact,Friday,6,1,0,Cloudy,Summer,41.2,84.3,1,72.47
2024-08-02,Minivan,Friday,8,1,0,Sunny,Summer,64.15,76.6,1,104.88
2023-07-13,Midsize,Thursday,7,0,0,Cloudy,Summer,58.7,66.9,14,76.85
2023-12-31,Economy,Sunday,12,1,0,Sunny,Winter,34.78,76.5,3,57.5
2022-06-07,Luxury,Tuesday,6,0,0,Sunny,Summer,131.12,79.6,4,155.12
2022-07-13,Luxury,Wednesday,7,0,0,Rainy,Summer,135.66,72.0,4,132.83
2023-10-10,Pickup,Tuesday,10,0,0,Stormy,Fall,72.59,56.8,6,61.4
2023-07-10,Minivan,Monday,7,0,1,Rainy,Summer,69.22,80.9,2,91.26
2024-12-30,Luxury,Monday,12,0,0,Cloudy,Winter,126.15,73.7,1,135.55
2022-10-08,Luxury,Saturday,10,1,0,Sunny,Fall,119.27,70.7,6,161.68
2024-04-23,Midsize,Tuesday,4,0,1,Snowy,Spring,56.16,91.6,1,92.39
2023-03-23,Compact,Thursday,3,0,1,Cloudy,Spring,39.14,74.4,7,68.92
2024-12-12,Pickup,Thursday,12,0,0,Cloudy,Winter,76.11,74.5,4,92.45
2022-08-22,SUV,Monday,8,0,0,Cloudy,Summer,76.64,62.5,1,101.72
2022-09-26,Economy,Monday,9,0,0,Cloudy,Fall,33.22,56.8,2,39.43
2024-01-13,Compact,Saturday,1,1,0,Stormy,Winter,41.22,91.4,7,54.41
2024-12-07,Pickup,Saturday,12,1,0,Foggy,Winter,73.69,94.9,1,91.96
2023-09-16,Economy,Saturday,9,1,0,Rainy,Fall,31.98,66.2,1,33.16
2022-09-21,Pickup,Wednesday,9,0,0,Rainy,Fall,77.92,57.3,5,71.8
2023-09-22,Compact,Friday,9,1,0,Sunny,Fall,39.9,92.8,30,59.15
2024-05-20,Minivan,Monday,5,0,0,Rainy,Spring,65.29,59.5,1,67.19
2022-02-08,Pickup,Tuesday,2,0,0,Cloudy,Winter,70.94,59.1,3,73.67
2023-02-07,Economy,Tuesday,2,0,0,Sunny,Winter,34.7,54.1,5,40.59
2022-05-02,SUV,Monday,5,0,0,Sunny,Spring,81.75,63.9,2,85.52
2022-05-16,Midsize,Monday,5,0,0,Rainy,Spring,55.43,54.0,6,48.05
2022-09-11,Luxury,Sunday,9,1,0,Sunny,Fall,139.18,60.8,14,151.75
2023-01-14,Minivan,Saturday,1,1,0,Cloudy,Winter,65.35,98.9,1,96.13
2023-07-23,Luxury,Sunday,7,1,0,Sunny,Summer,121.1,97.8,1,183.6
2024-10-22,Pickup,Tuesday,10,0,0,Rainy,Fall,71.01,50.1,2,70.12
2022-05-20,Economy,Friday,5,1,0,Stormy,Spring,33.46,73.3,6,35.48
2024-12-19,Compact,Thursday,12,0,0,Rainy,Winter,40.05,64.9,30,56.54
2022-12-18,Pickup,Sunday,12,1,0,Cloudy,Winter,78.72,81.5,30,100.92
2022-07-22,Compact,Friday,7,1,0,Snowy,Summer,41.12,90.4,7,76.25
2024-08-30,Midsize,Friday,8,1,0,Rainy,Summer,55.36,92.3,1,74.49
2022-08-08,Compact,Monday,8,0,0,Stormy,Summer,42.39,69.0,30,45.87
2024-05-18,Compact,Saturday,5,1,0,Cloudy,Spring,38.22,79.7,3,61.23
2023-10-06,Economy,Friday,10,1,0,Cloudy,Fall,32.08,64.3,3,43.8
2024-10-12,Pickup,Saturday,10,1,0,Cloudy,Fall,70.27,85.8,2,89.71
2022-03-25,Economy,Friday,3,1,0,Sunny,Spring,32.26,76.3,1,50.88
